HSN,NAME,P CODE,TOTAL QUANTITY,UNTAXED TOTAL,IGST,SGST,CGST,TAXED TOTAL
28276010,POTASSIUM IODIDE L.R. 500.00 GM,P14329,106,234427.8,58634.68,13616.32,13616.32,320295.12
28276010,POTASSIUM IODIDE A.R. 100.00 GM,P74417,4,2775,441,139.5,139.5,3495
28276020,SODIUM IODIDE 100.00 GM,S14216,25,21136.61,4561.68,1181.98,1181.98,28062.25
28276090,AMMONIUM IODIDE L.R 50.00 GM,A13604,36,22223.8,3903.26,380.66,380.66,26888.38
28276090,CADMIUM IODIDE 100.00 GM,C20217,2,1731.52,311.67,0,0,2043.19
28276090,IODOPHOR 5 L,I11451,50,79085.2,20214.82,5084.88,5084.88,109469.78
28276090,MERCURIC IODIDE RED 100.00 GM,M40817,10,9977.75,1520.72,728.46,728.46,12955.39
28289011,BLEACHING POWDER-PRACTICAL GR. 500.00 GM,B22029,92,7069.91,2474.28,265.38,265.38,10074.95
28289019,SODIUM HYPOCHLORITE SOLN. 25 L,S10633,6,6450,0,580.5,580.5,7611
28289019,SODIUM HYPOCHLORITE SOLUTION 30 L,S10635,22,29910,0,2691.9,2691.9,35293.8
28289019,SODIUM HYPOCHLORITE SOLN. 10% 25 L,S10655,18,20800,0,1872,1872,24544
28289019,SODIUM HYPOCHLORITE SOLN. 10% 1 L,S10673,160,11325.12,2038.53,0,0,13363.65
28289019,SODIUM HYPOCHLORITE Solution 1 L,S10683,392,29626.68,7814,709.11,709.11,38858.9
28289019,SODIUM HYPOCHLORITE SOLN.10% 5 L,S21051,592,143186.48,25773.67,0,0,168960.15
28289019,SODIUM HYPOCHLORITE Solution 5 L,S21951,3406,673807.16,327547.8,26971.83,26971.83,1055298.62
28299020,POTASSIUM BROMATE L.R. 250.00 GM,P11625,14,2769.06,1030.59,77.46,77.46,3954.57
28299030,POTASSIUM IODATE L.R. 100.00 GM,P12817,18,11696.32,955.06,494.86,494.86,13641.1
28299030,POTASSIUM PERIODATE 100.00 GM,P20317,15,6715.66,1688.45,234.86,234.86,8873.83
28299030,SODIUM PERIODATE 100.00 GM,S20217,9,2951,687.96,72.54,72.54,3784.04
28301000,SODIUM SULPHIDE FLAKES W/C 500.00 GM,S16300,44,1452,0,130.68,130.68,1713.36
28301000,SODIUM SULPHIDE FLAKES 500.00 GM,S16329,161,17196.15,7957.19,581.19,581.19,26315.72
28309010,ANTIMONY SULPHIDE BLACK-96% 250.00 GM,A15625,2,593.6,106.85,0,0,700.45
28309010,FERROUS SULPHIDE STICKS L.R. 1.00 KG,F10833,128,24011.65,9830.47,1119.48,1119.48,36081.08
28309010,ZINC SULPHIDE 250.00 GM,Z10825,99,43185.17,10342.84,277.2,277.2,54082.41
28321010,SODIUM BISULPHITE 500.00 GM,S12329,61,11272.32,2558.52,517.27,517.27,14865.38
28321020,SODIUM HYDROSULPHITE - 87% 500.00 GM,S12859,8,1413.12,182.93,142.84,142.84,1881.73
28321090,SODIUM SULPHITE L.R. 500.00 GM,S13929,314,24797.4,14914.8,801.84,801.84,41315.88
28322010,POTASSIUM META BISULPHITE.LR. 5.00 KG,P12039,8,9250,0,832.5,832.5,10915
28322010,POTASSIUM METABISULPHITE L.R. 500.00 GM,P13029,203,30613.12,6163.03,700.74,700.74,38177.63
28322010,POTASSIUM META BISULPHITE 25.00 KG,P13088,2,11825,1093.5,1035,1035,14988.5
28322090,SODIUM METABISULPHITE L.R 5.00 KG,S13337,9,3950,567,144,144,4805
28322090,SODIUM METABISULPHITE.L.R. 500.00 GM,S13339,412,40535.93,13347.35,1700.26,1700.26,57283.8
28322090,SODIUM METABISULPHITE 25.00 KG,S13388,10,19512.5,9639,551.25,551.25,30254
28323010,SODIUM THIOSULPHATE L.R 500.00 GM,S14029,515,39994.73,17006.06,1142.2,1142.2,59285.19
28331100,SODIUM SULPHATE ANHYDROUS L.R. 500.00 GM,S13829,307,29489.96,13279.3,1027.81,1027.81,44824.88
28331100,SODIUM SULPHATE ANHYDROUS L.R. 5.00 KG,S13839,65,26000,0,2340,2340,30680
28331100,SODIUM SULPHATE ANHYDROUS L.R 25.00 KG,S13888,3,5250,0,472.5,472.5,6195
28331100,SODIUM SULPHATE ANHYDROUS A.R 500.00 GM,S72829,12,1554.96,0,139.94,139.94,1834.84
28331910,SODIUM BISULPHATE MONOHYDRATE 500.00 GM,S11629,134,13507.42,5591.77,373.58,373.58,19846.35
28332100,MAGNESIUM SULPHATE L.R. 500.00 GM,M10329,564,46958.74,17170.75,1388.2,1388.2,66905.89
28332100,MAGNESIUM SULPHATE 5.00 KG,M10339,58,19915.32,6129.32,882.8,882.8,27810.24
28332100,MAGNESIUM SULPHATE.L.R. 25.00 KG,M10688,1,1500,270,0,0,1770
28332100,MAGNESIUM SULPHATE A.R 500.00 GM,M71629,1,154.38,0,13.89,13.89,182.16
28332100,MAGNESIUM SULPHATE I.P. 500.00 GM,M80629,1,173.6,0,15.62,15.62,204.84
28332210,ALUMINIUM SULPHATE L.R. 500.00 GM,A11429,748,70808.96,25762.49,1389.44,1389.44,99350.33
28332210,ALUMINIUM SULPHATE L.R 5.00 KG,A11439,3,900,0,81,81,1062
28332210,ALUMINIUM SULPHATE 25.00 KG,A11488,4,8000,0,720,720,9440
28332400,NICKEL SULPHATE L.R. 250.00 GM,N10629,67,26388.77,8734.16,626.92,626.92,36376.77
28332400,NICKEL SULPHATE 5.00 KG,N10639,30,82950,0,7465.5,7465.5,97881
28332500,COPPER SULPHATE L.R. 5.00 KG,C12039,2,5598.6,0,503.88,503.88,6606.36
28332500,COPPER SULPHATE L.R. 500.00 GM,C12929,1082,256117.3,65249.32,5248.02,5248.02,331862.66
28332500,COPPER SULPHATE.L.R. 25.00 KG,C12988,20,122125,0,10991.25,10991.25,144107.5
28332500,COPPER SULPHATE ANHYDROUS 500.00 GM,C13829,2,1827.76,0,164.5,164.5,2156.76
28332700,BARIUM SULPHATE L.R 500.00 GM,B10829,47,6182.8,590.66,578.66,578.66,7930.78
28332700,BARIUM SULPHATE 25.00 KG,B11188,1,3750,675,0,0,4425
28332910,FERROUS SULPHATE L.R. 500.00 GM,F10729,881,63102.98,25727.35,1653.2,1653.2,92136.73
28332910,FERROUS SULPHATE.L.R. 25.00 KG,F10788,5,7250,1305,0,0,8555
28332910,FERROUS SULPHATE A.R. 500.00 GM,F71029,20,3237,582.66,0,0,3819.66
28332940,MANGANOUS SULPHATE MONOHYDRATE 500.00 GM,M10629,216,35607.05,12472.77,1355.99,1355.99,50791.8
28332940,MANGANOUS SULPHATE MONOHYD A.R 500.00 GM,M74629,4,1208.4,198.44,88.71,88.71,1584.26
28332950,STRONTIUM SULPHATE L.R. 500.00 GM,S14729,9,1494.3,170.88,147.15,147.15,1959.48
28332990,AMMONIUM FERROUS SULPHATE L.R. 500.00 GM,A12429,1090,105809.4,59445.91,2787.5,2787.5,170830.31
28332990,AMMONIUM NICKEL SULPHATE.L.R. 250.00 GM,A12925,12,4064.64,1412.82,130.35,130.35,5738.16
28332990,AMMONIUM SULPHATE L.R. 500.00 GM,A13329,870,77011.47,32252.92,3357.99,3357.99,115980.37
28332990,AMMONIUM SULPHATE L.R. 5.00 KG,A13337,4,2554.2,0,229.88,229.88,3013.96
28332990,AMMONIUM SULPHATE.L.R. 25.00 KG,A13388,1,1900,342,0,0,2242
28332990,AMMONIUM FERROUS SULPHATE A.R. 500.00 GM,A72529,36,7639.3,1307.58,168.75,168.75,9284.38
28332990,AMMONIUM SULPHATE A.R. 500.00 GM,A72629,10,1071.2,192.82,0,0,1264.02
28332990,AMMONIUM SULPHATE A.R. 5.00 KG,A75239,1,954.8,0,85.93,85.93,1126.66
28332990,BISMUTH SULPHATE.L.R. 100.00 GM,B11617,5,1724.25,310.37,0,0,2034.62
28332990,CADMIUM SULPHATE L.R. 100.00 GM,C10417,32,5271.75,1681.34,82.87,82.87,7118.83
28332990,CALCIUM SULPHATE DIHYDRATE L.R 500.00 GM,C11129,30,4179.6,1443.42,176.28,176.28,5975.58
28332990,CALCIUM SULPHATE ANHYDROUS 96% 500.00 GM,C11139,14,1935.64,0,174.21,174.21,2284.06
28332990,CALCIUM SULPHATE DIHYDRATE 25.00 KG,C11198,10,23250,4185,0,0,27435
28332990,COBALT SULPHATE L.R. 100.00 GM,C12717,9,3253.5,758.42,136.45,136.45,4284.82
28332990,COBALT SULPHATE L.R. 500.00 GM,C12729,1,1677.91,0,151.01,151.01,1979.93
28332990,FERRIC SULPHATE L.R. 500.00 GM,F11829,26,6532.6,712.88,504.07,504.07,8253.62
28332990,LEAD SULPHATE 500.00 GM,L20429,7,1789.44,436.18,52.01,52.01,2329.64
28332990,MERCURIC SULPHATE 100.00 GM,M25625,42,44031.61,7573.56,2050.15,2050.15,55705.47
28332990,POTASSIUM BISULPHATE 500.00 GM,P12229,26,3853.2,458.64,290.15,290.15,4892.14
28332990,POTASSIUM BISULPHATE 5.00 KG,P12237,6,6300,0,567,567,7434
28332990,POTASSIUM SULPHATE 25.00 KG,P13588,1,3250,585,0,0,3835
28332990,POTASSIUM SULPHATE L.R. 500.00 GM,P13629,144,18620.32,4125.87,815.58,815.58,24377.35
28332990,POTASSIUM SULPHATE A.R. 500.00 GM,P74629,20,3213.6,578.45,0,0,3792.05
28332990,ZINC SULPHATE L.R 500.00 GM,Z10729,463,53931.18,19845.88,1661.29,1661.29,77099.64
28332990,ZINC SULPHATE L.R 25.00 KG,Z10788,4,9500,1710,0,0,11210
28332990,ZINC SULPHATE A.R. 500.00 GM,Z70729,3,527.74,0,47.49,47.49,622.72
28333010,ALUMINIUM AMMONIUM SULPHATE 500.00 GM,A11129,14,1554.2,355.68,95.42,95.42,2100.72
28333020,AMMONIUM FERRIC SULPHATE L.R. 500.00 GM,A12329,99,15055.98,2660.52,439.04,439.04,18594.58
28333020,AMMONIUM FERRIC SULPHATE A.R 500.00 GM,A75379,18,3662.57,189.81,411.15,411.15,4674.68
28333030,ALUMINIUM POT.SULPHATE L.R 500.00 GM,A11329,162,11691.71,2104.51,0,0,13796.22
28333030,ALUMINIUM POT.SULPHATE 25.00 KG,A11389,1,1750,315,0,0,2065
28334000,AMMONIUM PERSULPHATE L.R. 500.00 GM,A15329,14,2385.02,265.81,179.85,179.85,3010.53
28334000,AMMONIUM PERSULPHATE L.R. 25.00 KG,A15388,1,2675,0,240.75,240.75,3156.5
28334000,POTASSIUM PERSULPHATE 500.00 GM,P10729,131,26357.92,8633.38,41.07,41.07,35073.44
28341010,SODIUM NITRITE L.R. 500.00 GM,S15729,202,36625.04,11349.2,1196.74,1196.74,50367.72
28341010,SODIUM NITRITE A.R 500.00 GM,S71529,2,352.8,63.5,0,0,416.3
28341090,POTASSIUM NITRITE 500.00 GM,P10629,86,35000.76,12008.43,45.87,45.87,47100.93
28341090,SODIUM COBALT NITRITE L.R. 100.00 GM,S12617,5,1212.1,0,109.09,109.09,1430.28
28342100,POTASSIUM NITRATE L.R. 500.00 GM,P13129,222,27129.96,8743,1335.66,1335.66,38544.28
28342100,POTASSIUM NITRATE L.R. 25.00 KG,P13188,13,39875,6750,2328.75,2328.75,51282.5
28342100,POTASSIUM NITRATE A.R 500.00 GM,P73129,10,1904.5,342.81,0,0,2247.31
28342910,STRONTIUM NITRATE L.R. 500.00 GM,S14429,60,11365.59,2431.7,782.69,782.69,15362.67
28342920,MAGNESIUM NITRATE L.R. 500.00 GM,M10229,74,7243.99,1729.78,610.72,610.72,10195.21
28342920,MAGNESIUM NITRATE 25.00 KG,M10289,100,200000,0,18000,18000,236000
28342930,BARIUM NITRATE L.R. 500.00 GM,B10729,213,25378.74,7309.3,1936.07,1936.07,36560.18
28342990,ALUMINIUM NITRATE L.R. 500.00 GM,A11229,260,31169.42,10286.97,2288.18,2288.18,46032.75
28342990,BISMUTH NITRATE L.R. 100.00 GM,B11517,32,9464.27,2099.38,590.89,590.89,12745.43
28342990,CADMIUM NITRATE L.R. 100.00 GM,C10217,41,4755.6,997.92,354.88,354.88,6463.28
28342990,CALCIUM NITRATE L.R. 500.00 GM,C10929,130,12331.2,3616.72,599.97,599.97,17147.86
28342990,CALCIUM NITRATE 25.00 KG,C10988,2,3375,315,292.5,292.5,4275
28342990,COBALT NITRATE L.R. 100.00 GM,C12617,114,32598.72,18166.67,1419.23,1419.23,53603.85
28342990,COBALT NITRATE L.R. 500.00 GM,C12629,12,18565.14,7154.55,955.42,955.42,27630.53
28342990,COBALT NITRATE 5.00 KG,C12639,42,183750,0,16537.5,16537.5,216825
28342990,CHROMIC NITRATE.L.R. 250.00 GM,C14929,1,204.79,0,18.43,18.43,241.65
28342990,CUPRIC NITRATE L.R. 500.00 GM,C15029,95,27672.15,5303.31,123.68,123.68,33222.82
28342990,FERRIC NITRATE(IRON III NITRA) 500.00 GM,F11929,46,4376,1954.08,276.76,276.76,6883.6
28342990,LITHIUM NITRATE ANHYDROUS 98% 100.00 GM,L10519,6,807.24,0,72.65,72.65,952.54
28342990,LEAD NITRATE L.R. 500.00 GM,L30329,756,173907.85,79736.12,6860.85,6860.85,267365.67
28342990,MERCUROUS NITRATE 98% 25.00 GM,M12109,2,1256.12,0,113.05,113.05,1482.22
28342990,MERCURIC NITRATE L.R. 100.00 GM,M40717,8,8028.25,1445.08,0,0,9473.33
28342990,NICKEL NITRATE.L.R. 250.00 GM,N12025,40,11895.06,4139.52,548.31,548.31,17131.2
28342990,SODIUM NITRATE L.R. 500.00 GM,S13529,193,21400.93,13133.72,671.28,671.28,35877.21
28342990,ZINC NITRATE 500.00 GM,Z11029,147,30617.52,10544.55,1760.7,1760.7,44683.47
28352200,DI SOD.HYDROGEN ORTHOPHOSPHATE 500.00 GM,S13129,140,28020.93,12672.04,1075.68,1075.68,42844.33
28352200,SODIUM DI HYDR. PHOSPHATE L.R 500.00 GM,S13329,13,2264.86,0,203.84,203.84,2672.54
28352200,SODIUM DI HYDROGEN O PHOSPHATE 25.00 KG,S13398,1,3550,639,0,0,4189
28352200,DI SOD.HYD. ORTHOPHOSPHATE A.R 500.00 GM,S72229,11,2413.51,298.17,204.39,204.39,3120.46
28352200,SODIUM DIHYD.O.PHOSPHATE A.R 500.00 GM,S75129,2,365.54,65.8,0,0,431.34
28352200,SODIUM DI HYD.O.PHOSPHATE I.P 25.00 KG,S83699,26,106722,1980,12223.98,12223.98,133149.96
28352400,POTASSIUM DI HYD.PHOSPHATE L.R 500.00 GM,P12629,158,35496,13115.52,870.48,870.48,50352.48
28352400,DI POT.HYDROGEN PHOSPHATE L.R 500.00 GM,P12729,96,25397.04,7274.32,1043.23,1043.23,34757.82
28352400,DI POT.HYDROGEN PHOSPHATE 25.00 KG,P12788,2,13500,2070,697.5,697.5,16965
28352400,DI POTASSIUM HYD.O.PHOSPHATE 5.00 KG,P15039,1,1100,0,99,99,1298
28352400,POTASSIUM DI HYD.PHOSPHATE A.R 500.00 GM,P72629,2,478.24,86.08,0,0,564.32
28352400,DI POTASSIUM HYD.PHOSPHATE A.R 500.00 GM,P72729,2,637,114.66,0,0,751.66
28352500,CALCIUM HYDROGEN PHOSPHATE 500.00 GM,C18929,3,634.26,0,57.09,57.09,748.44
28352620,tri-CALCIUM PHOSPHATE - 90% 500.00 GM,C13529,15,3528,967.68,200.88,200.88,4897.44
28352690,STRONTIUM PHOSPHATE 98% 100.00 GM,S16517,4,6673.68,0,600.63,600.63,7874.94
28352930,MAGNESIUM PHOSPHATE L.R. 250.00 GM,M10225,10,1710.53,308.59,88.45,88.45,2196.02
28352940,SODIUM HEXAMETA PHOSPHATE L.R 500.00 GM,S16229,260,30612.46,20755.22,871.42,871.42,53110.52
28352940,SODIUM HEXAMETAPHOSPHATE 5.00 KG,S16239,7,4550,819,0,0,5369
28352940,SODIUM HEXAMETA PHOSPHATE L.R 25.00 KG,S16288,1,3250,585,0,0,3835
28352990,AMMONIUM DIHYD.ORTHOPHOSPHATE 500.00 GM,A12129,17,4093.49,0,368.41,368.41,4830.31
28352990,AMMONIUM DIHYD.ORTHO PHOSPHATE 25.00 KG,A12188,3,13250,810,1575,1575,17210
28352990,DI AMMONIUM HYD.ORTHOPHOSHATE 500.00 GM,A12229,68,13386.75,4914,267.84,267.84,18836.43
28352990,DI AMMONIUM HYD.ORTHOPHOSHATE 25.00 KG,A12288,2,8500,1530,0,0,10030
28352990,ALUMINIUM PHOSPHATE 500.00 GM,A24129,9,1965.6,436.13,21.09,21.09,2443.91
28352990,BARIUM PHOSPHATE L.R. 250.00 GM,B10425,15,2859.36,681.6,179.68,179.68,3900.32
28352990,BISMUTH PHOSPHATE 67.7% 100.00 GM,B11337,1,2346.7,0,211.2,211.2,2769.1
28352990,COPPER PHOSPHATE 250.00 GM,C10425,12,3209.14,577.65,0,0,3786.79
28352990,LEAD PHOSPHATE 250.00 GM,L10425,5,1190.75,214.33,0,0,1405.08
28352990,NICKEL PHOSPHATE 250.00 GM,N10525,11,5689.97,1450.47,270.35,270.35,7681.14
28352990,TRI-SODIUM PHOSPHATE 5.00 KG,S13239,20,10500,1890,0,0,12390
28352990,TRI-SODIUM PHOSPHATE L.R. 500.00 GM,S13629,15,1722.82,226.92,117.24,117.24,2184.22
28352990,TRI-SODIUM PHOSPHATE L.R. 25.00 KG,S13688,3,6125,427.5,506.25,506.25,7565
28352990,ZINC PHOSPHATE L.R. 250.00 GM,Z10625,7,1014.41,182.6,0,0,1197.01
28353100,SODIUM TRIPOLY PHOSPHATE ANHY. 25.00 KG,S17988,6,16500,2970,0,0,19470
28362010,SODIUM CARBONATE ANHYDROUS L.R 500.00 GM,S12029,818,100914,44652.94,3940.61,3940.61,153448.16
28362010,SODIUM CARBONATE ANHYDROUS L.R 5.00 KG,S12049,4,2790,0,251.1,251.1,3292.2
28362010,SODIUM CARBONATE L.R 25.00 KG,S12088,6,11875,0,1068.75,1068.75,14012.5
28362010,SODIUM CARBONATE MONOHYDRATE 500.00 GM,S12429,6,606.36,0,54.57,54.57,715.5
28362010,SODIUM CARBONATE ANHYDROUS A.R 500.00 GM,S75029,47,7040.55,1158.06,526.49,526.49,9251.59
28362010,SODIUM CARBONATE A.R. 25.00 KG,S75088,1,3500,0,315,315,4130
28362090,AMMONIUM CARBONATE L.R. 500.00 GM,A14129,451,54766.87,22937.76,2032.8,2032.8,81770.23
28362090,BISMUTH CARBONATE L.R. 100.00 GM,B11417,30,12066.6,2171.98,0,0,14238.58
28362090,CADMIUM CARBONATE L.R.. 100.00 GM,C10117,21,3815.21,686.74,0,0,4501.95
28362090,COBALT CARBONATE L.R. 100.00 GM,C12317,1,972.78,0,87.55,87.55,1147.88
28362090,COPPER CARBONATE 250.00 GM,C12825,100,31832.67,9650.08,423.51,423.51,42329.77
28362090,COPPER CARBONATE L.R. 500.00 GM,C12829,26,14407.98,3012.88,61.05,61.05,17542.96
28362090,COPPER CARBONATE 25.00 KG,C12888,4,60000,10800,0,0,70800
28362090,CHROMIC CARBONATE L.R. 500.00 GM,C16929,2,573.62,0,51.63,51.63,676.88
28362090,LEAD CARBONATE L.R. 500.00 GM,L10229,55,12638.84,2194.88,167.18,167.18,15168.08
28362090,MANGANESE CARBONATE 500.00 GM,M10929,11,2509.76,0,225.88,225.88,2961.52
28362090,NICKEL CARBONATE L.R. 250.00 GM,N10429,20,8604.4,1548.79,0,0,10153.19
28362090,NICKEL CARBONATE 5.00 KG,N10451,1,4050,0,364.5,364.5,4779
28362090,ZINC CARBONATE BASIC 500.00 GM,Z10229,91,26447,5870.92,768.91,768.91,33855.74
28363000,SODIUM BICARBONATE L.R. 500.00 GM,S11929,798,66235.01,44431.17,1491.02,1491.02,113648.22
28363000,SODIUM BICARBONATE 5.00 KG,S11939,7,2495,0,224.55,224.55,2944.1
28363000,SODIUM BICARBONATE.L.R 25.00 KG,S11988,20,39310,6120,3678.3,3678.3,52786.6
28363000,SODIUM BICARBONATE A.R. 500.00 GM,S74939,20,2864.4,0,257.8,257.8,3380
28363000,SODIUM BICARBONATE.I.P.  25.00 KG ,S83203,12,19500,0,1755,1755,23010
28363000,SODIUM BICARBONATE.I.P. 5.00 KG,S83239,7,2225,0,200.25,200.25,2625.5
28364000,POTASSIUM CARBONATE L.R. 500.00 GM,P11729,146,20489.8,3978.18,325.3,325.3,25118.58
28364000,POTASSIUM CARBONATE 5.00 KG,P11739,4,2640,0,237.6,237.6,3115.2
28364000,POTASSIUM BICARBONATE 99.5% 500.00 GM,P14229,30,4467.9,804.22,0,0,5272.12
28365000,CALCIUM CARBONATE L.R. 500.00 GM,C10629,457,39607.53,14703.38,1040.06,1040.06,56391.03
28365000,CALCIUM CARBONATE 5.00 KG,C10637,2,550,0,49.5,49.5,649
28365000,CALCIUM CARBONATE 25.00 KG,C10688,41,58300,0,5247,5247,68794
28365000,CALCIUM CARBONATE A.R 500.00 GM,C75629,10,2502.24,409.52,81.76,81.76,3075.28
28366000,BARIUM CARBONATE L.R. 500.00 GM,B10229,2,446.4,0,40.18,40.18,526.76
28366000,BARIUM CARBONATE 5.00 KG,B10237,8,10000,1800,0,0,11800
28369100,LITHIUM CARBONATE L.R 250.00 GM,L10725,8,3210.24,666.55,235.7,235.7,4348.19
28369200,STRONTIUM CARBONATE 250.00 GM,S16125,29,5044.03,684.3,440.32,440.32,6608.97
28369920,MAGNESIUM CARBONATE LIGHT 250.00 GM,M13025,244,28634.45,9106.53,1004.67,1004.67,39750.32
28369920,MAGNESIUM CARBONATE LIGHT I.P. 500.00 GM,M81029,3,905.82,0,81.52,81.52,1068.86
28369990,AMMONIUM BICARBONATE L.R 500.00 GM,A15529,33,3477.28,625.91,0,0,4103.19
28372010,AMMONIUM THIOCYNATE 250.00 GM,A15429,221,30859.68,9212.1,1211.54,1211.54,42494.86
28372010,AMMONIUM THIOCYANATE A.R. 500.00 GM,A74629,4,1151.36,207.24,0,0,1358.6
28372020,POTASSIUM FERRICYANIDE L.R. 250.00 GM,P12325,154,38782.97,22495.75,1086.14,1086.14,63451
28372030,POTASSIUM FERROCYANIDE L.R. 500.00 GM,P12929,184,49881.48,10877.52,1147.47,1147.47,63053.94
28372050,SODIUM NITROPRUSSIDE L.R. 25.00 GM,S13609,4,322.4,0,29.02,29.02,380.44
28372050,SODIUM NITROPRUSSIDE L.R 100.00 GM,S13617,272,67708.4,20602.24,2298.61,2298.61,92907.86
28372090,POTASSIUM THIOCYANATE L.R. 500.00 GM,P13639,75,29087.2,10496.79,1300.03,1300.03,42184.05
28372090,POTASSIUM THIOCYANATE A.R. 250.00 GM,P72317,1,288.92,0,26,26,340.92
28372090,SODIUM THIOCYNATE 98% 250.00 GM,S25025,3,683.76,123.08,0,0,806.84
28391100,SODIUM SILICATE PENTAHYDRATE 500.00 GM,S17029,6,1190.4,0,107.14,107.14,1404.68
28399090,BENTONITE POWDER 500.00 GM,B13029,32,5355.84,1778.12,37.5,37.5,7208.96
28399090,TALCUM POWDER 500.00 GM,T12029,25,1292.65,232.67,0,0,1525.32
28401900,BORAX L.R 500.00 GM,B11829,118,17585.4,6334.56,443.59,443.59,24807.14
28401900,BORAX L.R. 25.00 KG,B11888,1,5350,963,0,0,6313
28401900,BORAX A.R 500.00 GM,B72829,6,1290.84,0,116.18,116.18,1523.2
28402010,MAGNESIUM BORATE 250.00 GM,M20325,12,1870.96,157.26,200.21,200.21,2428.64
28402090,AMMONIUM BORATE L.R. 250.00 GM,A15525,18,2470.2,546.48,166.83,166.83,3350.34
28402090,BISMUTH BORATE - 97% 100.00 GM,B11307,5,3142.75,565.69,0,0,3708.44
28402090,CALCIUM BORATE L.R. 250.00 GM,C10525,10,2094.12,208.2,253.11,253.11,2808.54
28402090,COPPER BORATE 250.00 GM,C10825,19,5468.04,951.97,166.73,166.73,6753.47
28402090,NICKEL BORATE 100.00 GM,N10217,15,2897.45,521.54,0,0,3418.99
28402090,ZINC BORATE L.R. 250.00 GM,Z10125,20,3517.92,633.23,0,0,4151.15
28413000,SODIUM DICHROMATE DIHYDRATE 500.00 GM,S12529,20,3931.2,707.62,0,0,4638.82
28413000,SODIUM DICHROMATE DIHYDRATE 25.00 KG,S12599,12,49200,8856,0,0,58056
28415090,AMMONIUM DICHROMATE L.R. 500.00 GM,A12029,48,20575.91,5116.52,1596.67,1596.67,28885.77
28415090,NICKEL CHROMATE (Ni-32-34%) 50.00 GM,N10704,1,323.02,0,29.07,29.07,381.16
28415090,POTASSIUM CHROMATE L.R. 500.00 GM,P11929,333,105666.97,39853.84,3533.92,3533.92,152588.65
28415090,POTASSIUM DICHROMATE L.R. 500.00 GM,P12129,641,207443.18,144464.85,3665.76,3665.76,359239.55
28415090,POTASSIUM DICHROMATE A.R. 500.00 GM,P74329,2,829.31,0,74.63,74.63,978.57
28415090,POTASSIUM CHROMATE A.R 500.00 GM,P74929,1,356.56,0,32.09,32.09,420.74
28416100,POTASSIUM PERMANGANATE L.R. 500.00 GM,P13429,2465,533452.99,213789.92,5219.15,5219.15,757681.21
28416100,POTASSIUM PERMANGANATE 5.00 KG,P13439,21,45496.14,8838.41,1044.9,1044.9,56424.35
28416100,POTASSIUM PERMANGANATE.L.R 25.00 KG,P13488,2,16500,2970,0,0,19470
28416100,POTASSIUM PERMANGANATE A.R 500.00 GM,P73429,128,32982.72,10053.4,115.17,115.17,43266.46
28417020,SODIUM MOLYBDATE L.R. 100.00 GM,S13417,65,31126.05,9834.9,660.39,660.39,42281.73
28417090,AMMONIUM MOLYBDATE L.R 500.00 GM,A12629,8,19730.82,3817.87,543.16,543.16,24635.01
28417090,AMMONIUM MOLYBDATE L.R. 100.00 GM,A12717,103,50664.76,15687.11,1960.51,1960.51,70272.89
28417090,AMMONIUM MOLYBDATE A.R. 100.00 GM,A72817,30,19531.84,3515.73,0,0,23047.57
28418010,SODIUM TUNGSTATE L.R. 100.00 GM,S14217,36,11468.52,1939.33,832.78,832.78,15073.41
28419000,AMMONIUM META VANADATE 100.00 GM,A12217,18,9968.45,1604.66,749.32,749.32,13071.75
28419000,SODIUM BISMUTHATE 100.00 GM,S10517,1,779.96,0,70.2,70.2,920.36
28419000,SODIUM BISMUTHATE 25.00 GM,S12009,56,10030.8,1767.62,75.92,75.92,11950.26
28419000,SODIUM STANNATE 100.00 GM,S16717,6,1873.02,0,168.57,168.57,2210.16
28429010,SODIUM ARSENATE 250.00 GM,S12625,1,1308.2,0,117.74,117.74,1543.68
28429010,SODIUM ARSENITE A.R. 98.5% 25.00 GM,S72625,9,5285.98,995.78,226.79,226.79,6735.34
28432100,SILVER NITRATE L.R. 25.00 GM,S11109,150,223162.78,86506.9,4194.44,4194.44,318058.56
28432100,SILVER NITRATE L.R. 100.00 GM,S13017,24,119500,21240,2790,2790,146320
28432100,SILVER NITRATE 10.00 GM,S42005,74,65648.36,26759.83,3110.8,3110.8,98629.79
28432100,SILVER NITRATE A.R. 25.00 GM,S75309,3,7283.76,0,655.54,655.54,8594.84
28432900,SILVER ACETATE 98% 5.00 GM,S11201,2,697.76,125.6,0,0,823.36
28432900,SILVER SULPHATE L.R. 25.00 GM,S12109,11,25744.14,2804.3,1765.49,1765.49,32079.42
28432900,SILVER BROMIDE - 99% 25.00 GM,S12309,11,24526.62,2674.54,2547.66,2547.66,32296.48
28439019,PALLADIUM CHLORIDE L.R. 1.00 GM,P31002,1,2145.82,0,193.12,193.12,2532.06
28461090,AMMONIUM CERIC SULPHATE L.R 100.00 GM,A15517,19,18946.75,2988.42,1384.93,1384.93,24705.03
28461090,AMMONIUM CERIC NITRATE L.R 100.00 GM,A15617,79,47726.95,12143.33,1442.16,1442.16,62754.6
28461090,CERIC SULPHATE L.R 100.00 GM,C15417,3,2282.22,0,205.4,205.4,2693.02
28470000,HYDROGEN PEROXIDE 6% 20 VOL. 1 L,H10683,210,15549.59,2882.41,938.93,938.93,20309.86
