HSN,NAME,P CODE,TOTAL QUANTITY,IGST,SGST,CGST,TOTAL AMOUNT
70179010,Condenser Liebig driptip 200mm,NG4951,0,0,0,0,0
70179010,Condenser Liebig driptip 400mm,NG4953,0,0,0,0,0
70179010,"Condenser, small,(Allihn)34/35",NG5941,0,0,0,0,0
70179010,"Condenser,Allihn, 200mm,350mm",NG4976,0,0,0,0,0
70179010,"Condenser,Allihn,400mm,550mm",NG4978,0,0,0,0,0
70179010,"Condenser,Allihn,600mm,750mm",NG4979,0,0,0,0,0
70179010,"Condenser,drip,tip,Allihn,300m",NG4977,0,0,0,0,0
70179010,"Condenser,Graham, 400-550mm",NG5052,0,0,0,0,0
70179010,"Condenser,Graham,300mm, 450mm",NG5051,0,0,0,0,0
70179010,"Condenser,graham,driptip,500mm",NG5053,0,0,0,0,0
70179010,"Condenser,Liebig, 200mm",NG4901,0,0,0,0,0
70179010,"Condenser,Liebig, 500mm",NG4904,0,0,0,0,0
70179010,"Condenser,Liebig,300mm",NG4902,0,0,0,0,0
70179010,Condenser-Extraction Apptus(M),NG5942,0,0,0,0,0
70179010,Cone adapter 14/23,NG1401,0,0,0,0,0
70179010,Cone adapter 19/26,NG1402,0,0,0,0,0
70179010,Cone Adapter plain 19/26,NG1353,0,0,0,0,0
70179010,Cone Adapter plain 24/29,NG1354,0,0,0,0,0
70179010,Cone Adapter plain 29/32,NG1355,0,0,0,0,0
70179010,Cone adapter right angle-24/29,NG1502,0,0,0,0,0
70179010,"Cone adapter, 24/29",NG1403,0,0,0,0,0
70179010,"Cone adapter, 29/32",NG1404,0,0,0,0,0
70179010,"Cone adapter, 29/32",NG1503,0,0,0,0,0
70179010,"Cone adapter,Right angle,14/23",NG1452,0,0,0,0,0
70179010,"Cone adapter,right angle,19/26",NG1453,0,0,0,0,0
70179010,"Cone adapter,Right angle,24/29",NG1454,0,0,0,0,0
70179010,Cone adapter/stopcock 19/26,NG1501,0,0,0,0,0
70179010,Cone Adapter-plain 14/23,NG1352,0,0,0,0,0
70179010,"Cone adpter,Right angle,29/32",NG1455,0,0,0,0,0
38220090,CONGO RED INDICATOR SOLUTION,C43371,0,0,0,0,0
38220090,CONGO RED PAPER,C43156,0,0,0,0,0
32041421,CONGO RED POWDER 25.00 GM,C43209,5,77.69,0,0,431.6
70179010,CONICAL FLASK - 50 ML,NG6503,10,0,39.8,39.8,442.2
70179010,Conical flask - stopper 500ml,NG6630,0,0,0,0,0
70179010,CONICAL FLASK (1 LT),NG6508,12,122.27,102.7,102.7,1820.39
70179010,CONICAL FLASK (100 ML),NG6504,120,729.63,39.8,39.8,4495.7
70179010,CONICAL FLASK (250 ML),NG6506,410,1338.48,1701.65,1701.65,26343.2
70179010,CONICAL FLASK (500 ML),NG6507,45,287.1,215.32,215.32,3987.5
70179010,Conical Flask (Amber) 100ml,NG6556,0,0,0,0,0
70179010,Conical Flask (Amber) 250ml,NG6558,0,0,0,0,0
70179010,Conical Flask (Amber) 500ml,NG6559,0,0,0,0,0
70179010,Conical Flask 10ml,NG6501,0,0,0,0,0
70179010,CONICAL FLASK 150 ML,NG6505,75,0,364.09,364.09,4045.5
70179010,Conical Flask 2000ml,NG6509,4,0,100.98,100.98,1122
70179010,Conical Flask 25ml,NG6502,0,0,0,0,0
70179010,Conical Flask 3000ml,NG6510,2,0,141.85,141.85,1576.08
70179010,Conical Flask 5000ml,NG6511,0,0,0,0,0
70179010,Conical flask -screw cap 100ml,NG6651,0,0,0,0,0
70179010,Conical flask wide mouth 100ml,NG6676,0,0,0,0,0
70179010,Conical flask wide mouth 250ml,NG6677,0,0,0,0,0
70179010,Conical flask wide mouth 500ml,NG6678,0,0,0,0,0
70179010,Conical flask wide mouth1000ml,NG6679,0,0,0,0,0
70179010,CONICAL FLASK WITH CAP -500 ML,NG6654,0,0,0,0,0
70179010,Conical Flask with stoper100ml,NG6628,0,0,0,0,0
70179010,Conical Flask with stoper250ml,NG6629,0,0,0,0,0
70179010,Conical Flask with stopper50ml,NG6627,0,0,0,0,0
70179010,Conical Flask without Rim250ml,NG6551,0,0,0,0,0
70179010,"Conical flask,graduated,1000ml",NG6560,0,0,0,0,0
70179010,Conical flask-screw cap 150ml,NG6652,0,0,0,0,0
70179010,Conical flask-screw cap 250ml,NG6653,0,0,0,0,0
70179010,"Connection tube,T shape, 40x6",NG7861,0,0,0,0,0
70179010,"Connection tube,T shape,60x10",NG7863,0,0,0,0,0
70179010,"Connection tube,Yshape,40x6mm",NG7871,0,0,0,0,0
70179010,"Connection tube,Yshape,50x8mm",NG7872,0,0,0,0,0
70179010,"Connection tube,Yshape,80x12mm",NG7874,0,0,0,0,0
70179010,"Connectiontube,Y shape,60x10mm",NG7873,0,0,0,0,0
29152990,COPPER ACETATE,C11037,0,0,0,0,0
28402090,COPPER BORATE 250.00 GM,C10825,19,650.78,166.73,166.73,5468.04
28362090,COPPER CARBONATE 25.00 KG,C12888,4,10800,0,0,60000
28362090,COPPER CARBONATE 250.00 GM,C12825,80,4051.34,324.18,324.18,26109.47
28362090,COPPER CARBONATE L.R,C12839,0,0,0,0,0
28362090,COPPER CARBONATE L.R. 500.00 GM,C12829,6,541.53,61.05,61.05,3686.78
74101100,COPPER FOIL 100.00 GM,C31217,30,1179.36,0,0,6552
74061000,COPPER METAL POWDER 500.00 GM,C12129,13,1619.25,81.36,81.36,9899.82
74031900,COPPER METAL TURNINGS 100.00 GM,C10017,300,6495.17,58.59,58.59,36735.3
29171190,COPPER OXALATE 250.00 GM,C10925,18,746.86,0,0,4149.2
28352990,COPPER PHOSPHATE 250.00 GM,C10425,12,577.65,0,0,3209.14
28332500,COPPER SULPHATE,C12917,0,0,0,0,0
28332500,COPPER SULPHATE,C13629,0,0,0,0,0
28332500,COPPER SULPHATE A.R.,C75028,0,0,0,0,0
28332500,COPPER SULPHATE A.R. 25 KG,C72088,0,0,0,0,0
28332500,COPPER SULPHATE A.R. 500.00 GM,C75029,0,0,0,0,0
28332500,COPPER SULPHATE ANHYDROUS 500.00 GM,C13829,2,0,164.5,164.5,1827.76
28332500,COPPER SULPHATE L.R. 5.00 KG,C12039,1,0,251.94,251.94,2799.3
28332500,COPPER SULPHATE L.R. 500.00 GM,C12929,1074,38870.33,3403.26,3403.26,253761.3
38220019,COPPER SULPHATE SOLN. 0.05 MOL,C13139,0,0,0,0,0
38220019,COPPER SULPHATE SOLUTION 500 ML,C13129,101,633.7,3.08,3.08,5332.14
28332500,COPPER SULPHATE.L.R. 25.00 KG,C12988,14,0,7548.75,7548.75,83875
29332100,CREATININE 25.00 GM,C30909,21,639.11,120.8,120.8,4892.9
29332100,CREATININE A.R 25.00 GM,C70309,0,0,0,0,0
38220019,CREATININE STOCK STD. O.1%,C23471,0,0,0,0,0
29071220,CRESOL Mixed (ISOMERS) 500 ML,C20079,0,0,0,0,0
29341000,CRESOL RED POWDER 5.00 GM,C43701,0,0,0,0,0
38220090,CRESOL RED SOLUTION 125 ML,C43671,0,0,0,0,0
70179010,"Crow receiver, class B (100ml)",NG5803,0,0,0,0,0
70179010,"Crow receiver, class B (25ml)",NG5801,0,0,0,0,0
70179010,"Crow receiver, Class B (50ml)",NG5802,0,0,0,0,0
70179010,Crucible porcelaim (50ml),NE241,0,0,0,0,0
70179010,Crucible porcelaim (50ml),NE2410,0,0,0,0,0
70179010,"Crucible silica, 25ml with lid",NP4101,0,0,0,0,0
70179010,"Crucible silica, 50ml with lid",NP4102,0,0,0,0,0
70179010,"Crucible tong,straight 200mm",NP4005,0,0,0,0,0
70179010,Crucible with sint.disc 30ml,NG7619,0,0,0,0,0
70179010,"Crucible,gooch,low form, 50ml",NG7621,0,0,0,0,0
70179010,"Crucible,gooch,low form,15ml",NG7611,0,0,0,0,0
70179010,"Crucible,gooch,low form,30ml",NG7616,0,0,0,0,0
38220019,CRYSTAL VIOLET SOLN. OXALATED 125 ML,C33971,432,2007.89,264.39,264.39,21138.75
32041341,CRYSTAL VIOLET STAIN POWDER,C33804,0,0,0,0,0
32041341,CRYSTAL VIOLET STAIN POWDER 25.00 GM,C33809,5,0,35.66,35.66,396.18
70179010,CULTURE TUBE - 5 ML,NG8261,200,0,380.16,380.16,4224
70179010,CULTURE TUBE -15ML FLAT BOTTOM,NG8262,200,0,439.56,439.56,4884
70179010,CULTURE TUBE FLAT BOTTOM-30ML,NG8263,0,0,0,0,0
70179010,CULTURE TUBE ROUND BOTTOM 10ml,NG8252,25,0,54.95,54.95,610.5
70179010,CULTURE TUBE ROUND BOTTOM 5ml,NG8251,0,0,0,0,0
70179010,"Culture tube, Amber, 30ml",NG8473,0,0,0,0,0
70179010,"Culture tube,Amber 5ml",NG8471,0,0,0,0,0
70179010,"CULTURE TUBE,ROUND BOTOM 150ml",NG8255,0,0,0,0,0
70179010,"CULTURE TUBE,ROUND BOTTOM 30ml",NG8253,0,0,0,0,0
70179010,"CULTURE TUBE,ROUND BOTTOM 60ml",NG8254,0,0,0,0,0
29152990,CUPRIC ACETATE L.R. 250.00 GM,C11025,14,308.38,312.87,312.87,5189.59
28273990,CUPRIC CHLORIDE A.R. 99%,C73025,0,0,0,0,0
28273990,CUPRIC CHLORIDE L.R. 500.00 GM,C14029,63,5075.14,136.25,136.25,29709.09
28342990,CUPRIC NITRATE,C15088,0,0,0,0,0
28342990,CUPRIC NITRATE A.R.- 99.5%,C76025,0,0,0,0,0
28342990,CUPRIC NITRATE L.R. 500.00 GM,C15029,95,4796.93,92.03,92.03,27672.15
28255000,CUPRIC OXIDE,C14019,0,0,0,0,0
28255000,CUPRIC OXIDE L.R. 250.00 GM,C14017,60,3392.03,0,0,18844.6
28273940,CUPROUS CHLORIDE L.R. 500.00 GM,C14129,1,0,45.25,45.25,502.82
28255000,CUPROUS OXIDE RED - 96% 250.00 GM,C14329,2,149.39,0,0,829.92
29021100,CYCLO HEXANE,C15189,0,0,0,0,0
29021100,CYCLO HEXANE  A.R,C73129,0,0,0,0,0
29021100,CYCLO HEXANE 500 ML,C15129,53,893.39,370.2,370.2,9076.52
29142200,CYCLO HEXANONE,C10037,0,0,0,0,0
29142200,CYCLO HEXANONE,C10058,0,0,0,0,0
29142200,CYCLO HEXANONE 500 ML,C10027,2,0,45.42,45.42,504.68
29142200,CYCLO HEXANONE A.R 2.5 L,C75037,30,0,1197,1197,13300
29142200,CYCLO HEXANONE A.R.,C75129,0,0,0,0,0
70179010,Cylinder (classB) 1000ml  (gra,NG5458,0,0,0,0,0
70179010,Cylinder (classB) 10ml (Gradu.,NG5452,0,0,0,0,0
70179010,Cylinder (classB) 25ml (Gradu.,NG5453,0,0,0,0,0
70179010,Cylinder (penny head) Cl.B 5ml,NG5451,0,0,0,0,0
70179010,Cylinder 50ml (Graduated),NG5431,0,0,0,0,0
70179010,"Cylinder,hexa. base,cl.A,100ml",NG5725,0,0,0,0,0
70179010,"Cylinder,Hexa.base,cl.A, 500ml",NG5727,0,0,0,0,0
38089330,CYTO-N,C91505,0,0,0,0,0
38089330,CYTO-N,C91525,0,0,0,0,0
38089330,CYTO-N,C91529,0,0,0,0,0
38089330,CYTO-N,C91551,0,0,0,0,0
38089330,CYTO-N,C91579,0,0,0,0,0
38089330,CYTO-N,C91583,0,0,0,0,0
29400000,D(-) RIBOSE 25.00 GM,R30909,0,0,0,0,0
29400000,D(+) GALACTOSE 25.00 GM,G30829,24,1376.39,270.29,270.29,10649.88
29400000,D(+) XYLOSE 25.00 GM,X30909,0,0,0,0,0
29400000,D(+)MANNOSE,M12609,0,0,0,0,0
29400000,D(+)MANNOSE 99%,M12605,0,0,0,0,0
28539010,D.M.WATER,D15004,0,0,0,0,0
28539010,D.M.WATER,D15080,0,0,0,0,0
28539010,D.M.WATER (DOUBLE DISTILLED) 25 L,D15033,0,0,0,0,0
28539010,D.M.WATER (DOUBLE DISTILLED) 5 L,D17151,109,0,2655.45,2655.45,29505
28539010,D.M.WATER 25 L,D15099,15,1687.5,0,0,9375
28539010,D.M.WATER 5 L,D15051,5215,96046.2,20209.64,20209.64,758141
28539010,D.M.WATER 500 ML,D20079,269,1526.48,202.33,202.33,10728.52
38220019,D.P.X.MOUNTANT 250 ML,D30475,404,6798.44,834.77,834.77,70566.4
29400000,D+GALACTOSE,G30817,0,0,0,0,0
29224990,D-ALANINE - 99%,A30205,0,0,0,0,0
38220090,DAVARDA'S ALLOY POWDER,D10725,0,0,0,0,0
38220090,DAVARDA'S ALLOY POWDER 100.00 GM,D10717,15,353.81,18.08,18.08,3149.28
38220090,DAVARDA'S ALLOY POWDER A.R,D70725,0,0,0,0,0
70179010,DESICATOR - 150 MM,NG5832,2,0,565.84,565.84,6287.16
70179010,DESICATOR - 200 MM,NG5833,0,0,0,0,0
70179010,DESICATOR 100 MM,NG5831,0,0,0,0,0
70179010,DESICCATOR PTFE SPINDLE 200mm,NG5853,0,0,0,0,0
70179010,DESICCATOR PTFE SPINDLE 250mm,NG5854,0,0,0,0,0
70179010,DESICCATOR PTFE SPINDLE 300mm,NG5855,0,0,0,0,0
70179010,"DESICCATOR, PTFE SPINDLE 100mm",NG5851,0,0,0,0,0
70179010,"DESICCATOR,PTFE SPINDLE 150mm",NG5852,0,0,0,0,0
70179010,DESICCATORES 250mm,NG5834,0,0,0,0,0
70179010,DESICCATORS 300mm,NG5835,0,0,0,0,0
38220090,DEVARDA'S ALLOY POWDER A.R.,D70709,0,0,0,0,0
38220090,DEVARDAS ALLOY POWDER A.R. 100.00 GM,D70717,0,0,0,0,0
70179010,Dewar flask 250ml,NG6451,0,0,0,0,0
35051010,DEXTRIN WHITE,D20717,0,0,0,0,0
35051010,DEXTRIN WHITE 500.00 GM,D20729,8,190.31,0,0,1057.28
17023020,D-GLUCOSE ANHYDROUS (CARTON) 5.00 KG,G11550,175,0,8576.17,8576.17,95290.68
17023020,D-GLUCOSE ANHYDROUS A.R,G71237,0,0,0,0,0
17023020,D-GLUCOSE ANHYDROUS IP/USP,G83025,0,0,0,0,0
17023020,D-GLUCOSE ANHYDROUS IP/USP 35.00 KG,G84503,254,6300,57259.19,57259.19,671213.2
17023020,D-GLUCOSE ANHYDROUS IP/USP 500.00 GM,G83029,52,0,563.79,563.79,6264.26
17023020,D-GLUCOSE ANHYDROUS L.R,G10288,0,0,0,0,0
17023020,D-GLUCOSE ANHYDROUS.A.R. 500.00 GM,G71229,25,561.6,0,0,3120
17023020,D-GLUCOSE ANHYDROUS.L.R. 500.00 GM,G10229,251,4329.72,326.51,326.51,27682.24
17023020,D-GLUCOSE ANHYDROUS.L.R.(B) 5.00 KG,G11540,16,1399.1,331.3,331.3,11453.92
17023020,D-GLUCOSE MONOHYDRATE.I.P.,G83129,0,0,0,0,0
17023020,D-GLUCOSE MONOHYDRATE.L.R. 500.00 GM,G10329,4,0,41.13,41.13,457.06
28352990,DI AMMONIUM HYD.ORTHOPHOSHATE 25.00 KG,A12288,2,1530,0,0,8500
28352990,DI AMMONIUM HYD.ORTHOPHOSHATE 500.00 GM,A12229,28,756,165.31,165.31,6036.75
28352990,DI AMMONIUM HYD.ORTHOPHOSPHATE,A12239,0,0,0,0,0
31053000,DI AMMONIUM.HY.O.PHOSPHATE A.R,A72229,0,0,0,0,0
28352400,DI POT.HYDROGEN PHOSPHATE,P12725,0,0,0,0,0
28352400,DI POT.HYDROGEN PHOSPHATE 25.00 KG,P12788,2,1035,697.5,697.5,13500
28352400,DI POT.HYDROGEN PHOSPHATE A.R,P72725,0,0,0,0,0
28352400,DI POT.HYDROGEN PHOSPHATE L.R 500.00 GM,P12729,96,3802.76,384.35,384.35,25397.04
28352400,DI POT.HYDROGEN PHOSPHATE L.R.,P12733,0,0,0,0,0
28352400,DI POTASSIUM HYD.O.PHOSPHATE 5.00 KG,P15039,1,0,99,99,1100
28352400,DI POTASSIUM HYD.PHOSPHATE A.R 500.00 GM,P72729,0,0,0,0,0
28352200,DI SOD.HYD. ORTHOPHOSPHATE A.R 500.00 GM,S72229,11,298.17,68.13,68.13,2413.51
28352200,DI SOD.HYDROGEN ORTHOPHOSPHATE 500.00 GM,S13129,137,3470.03,727.08,727.08,27356.91
28352200,DI SODIUM HYDROGEN PHOSPHATE,S13139,0,0,0,0,0
28352200,DI SODIUM HYDROGEN PHOSPHATE,S13188,0,0,0,0,0
29280090,DIACETYL MONOXIME L.R. 25.00 GM,D10109,20,497.18,95.14,95.14,3819.2
38220019,DIACETYL MONOXIME SOLUTION 2%,D20271,0,0,0,0,0
38220019,DIAZO REAGENT SOLUTION-A 125 ML,D20371,7,35.57,0,0,296.45
38220019,DIAZO REAGENT SOLUTION-B,D20471,0,0,0,0,0
29173100,DIBUTYL PHTHALATE,D10237,0,0,0,0,0
29173910,DIBUTYL PHTHALATE,D10288,0,0,0,0,0
29173910,DIBUTYL PHTHALATE 500 ML,D10229,10,0,214.27,214.27,2380.8
29221200,DIETHANOLAMINE,D10529,0,0,0,0,0
29091100,DIETHYL ETHER - 98% 2.5 L,D11537,54,7101.87,145.41,145.41,41070.56
29091100,DIETHYL ETHER A.R.,D71583,0,0,0,0,0
29091100,DIETHYL ETHER L.R.,D11588,0,0,0,0,0
29091100,DIETHYL ETHER L.R. 500 ML,D11529,1121,14956.62,7940.46,7940.46,171319.6
29091100,DIETHYL ETHER.A.R 500 ML,D71529,44,176.9,822.61,822.61,10122.84
29211990,DIETHYLAMINE,D10733,0,0,0,0,0
29211990,DIETHYLAMINE 500 ML,D10729,5,107.16,81.69,81.69,1503.04
29094100,DIETHYLENE GLYCOL (DIGOL),D10817,0,0,0,0,0
29094100,DIETHYLENE GLYCOL (DIGOL) 2.5 L,D10837,0,0,0,0,0
29094100,DIETHYLENE GLYCOL (DIGOL) 500 ML,D10829,13,431.55,0,0,2397.5
29094100,DIETHYLENE GLYCOL A.R.,D70817,0,0,0,0,0
70179010,Digestion tube Folin(25x200mm),NG7811,0,0,0,0,0
29211990,DIMETHYL AMMONIUM CHLORIDE,D10425,0,0,0,0,0
29280090,DIMETHYL GLYOXIME L.R. 100.00 GM,D10617,69,2589.48,175.38,175.38,16334.62
29309099,DIMETHYL SULPHOXIDE 500 ML,D10629,16,282.15,265.05,265.05,4512.5
29341000,DIMETHYL YELLOW,D40705,0,0,0,0,0
29173920,DIOCTYL PHTHALATE 98%,D12837,0,0,0,0,0
29173920,DIOCTYL PHTHALATE 98%,D12879,0,0,0,0,0
29173920,DIOCTYL PHTHALATE 98% 25 L,D12833,0,0,0,0,0
29214410,DIPHENYL AMINE A.R,D75635,0,0,0,0,0
29214410,DIPHENYLAMINE 100.00 GM,D10637,9,146.91,37.33,37.33,1230.96
29214410,DIPHENYLAMINE 250.00 GM,D10625,98,3802.74,635,635,28181.73
29214410,DIPHENYLAMINE A.R 100.00 GM,D75617,4,160.75,0,0,893.04
70179010,"Dishes, crystallizing",NG5882,0,0,0,0,0
70179010,"Dishes, crystallizing,100x50mm",NG5881,0,0,0,0,0
70179010,"Dishes,crystallizing,190x100mm",NG5883,0,0,0,0,0
28352200,di-SOD.HYD.ORTHOPHOSPHATE A.R,S72288,0,0,0,0,0
29181390,di-SODIUM TARTRATE,S41433,0,0,0,0,0
29181390,di-SODIUM TARTRATE 250.00 GM,S41417,0,0,0,0,0
70179010,Distillation Assembly 250ml,NG7946,0,0,0,0,0
70179010,DISTILLATION ASSEMBLY-1000 ml,NG7941,0,0,0,0,0
70179010,DISTILLATION ASSEMBLY-500 ml,NG7936,0,0,0,0,0
70179010,DISTILLING APPARATUS (500 ml),NG8191,0,0,0,0,0
70179010,DISTILLING APPARATUS (AMMONIA),NG8196,1,0,125.75,125.75,1397.22
70179010,Distilling Apparatus 10ml,NG8096,0,0,0,0,0
70179010,Distilling Flask 1000ml,NG6470,0,0,0,0,0
70179010,Distilling Flask 100ml,NG6466,0,0,0,0,0
70179010,Distilling Flask 125 ml,NG6467,0,0,0,0,0
70179010,Distilling Flask 250ml,NG6468,0,0,0,0,0
70179010,Distilling Flask 500ml,NG6469,0,0,0,0,0
29309099,DITHIZONE A.R. - 98% 5.00 GM,D70801,5,442.01,0,0,2455.6
29224990,DL-ASPARTIC ACID - 99% 25.00 GM,A34310,27,468.12,0,0,2600.64
29181990,DL-MALIC ACID,M20329,0,0,0,0,0
29181990,DL-MALIC ACID,M20388,0,0,0,0,0
29181990,DL-MALIC ACID 5.00 KG,M11240,1,0,115.2,115.2,1280
29181700,DL-MANDELIC ACID 99%,M20417,0,0,0,0,0
38220019,DRABKIN'S SOLUTION (WITH STD.) 5 L,D55008,0,0,0,0,0
38220019,DRABKINS SOLUTION 1 L,D21083,4,30.24,15.9,15.9,517.05
38220090,DRAGENDROFF'S REAGENT 125 ML,D30471,29,2035.59,374.69,374.69,18853.35
70179010,"Dropping bottle, 125ml",NG3803,0,0,0,0,0
70179010,"Dropping bottle, 60ml",NG3802,0,0,0,0,0
70179010,"Dropping bottle,30ml",NG3801,100,0,1252.8,1252.8,13920
70179010,"Drum sampling, pipette,1000mm",NG7386,0,0,0,0,0
70179010,"Drying tubes, angled, 24/29",NG2904,0,0,0,0,0
70179010,"Drying Tubes,Angled, 10/19",NG2901,0,0,0,0,0
70179010,"Drying Tubes,Angled, 14/23",NG2902,0,0,0,0,0
70179010,"Drying tubes,angled,19/26",NG2903,0,0,0,0,0
70179010,"Drying,Tubes,Angled,29/32",NG2905,0,0,0,0,0
29054400,D-SORBITOL,S23325,0,0,0,0,0
29054400,D-SORBITOL,S23487,0,0,0,0,0
29054400,D-SORBITOL A.R,S74325,0,0,0,0,0
70179010,Durham tube (10x7.5),NG8512,0,0,0,0,0
70179010,Durham tube (2.5x0.5),NG8511,0,0,0,0,0
29224990,EDTA (ACID) L.R. 100.00 GM,E10117,30,284.6,162.38,162.38,3385.3
38220090,EDTA CAUSTIC SODA POWDER-52.6g,E25704,0,0,0,0,0
29224990,EDTA DI POTASSIUM SALT 100.00 GM,E10317,26,881.71,17.52,17.52,5093.08
29224990,EDTA DIPOTASSIUM SALT,E10525,0,0,0,0,0
29224990,EDTA DISODIUM SALT 2.50 KG,E11739,4,0,620.28,620.28,6891.92
29224990,EDTA DISODIUM SALT 25.00 KG,E11788,7,3627,2457,2457,47450
29224990,EDTA DISODIUM SALT A.R. 100.00 GM,E71517,3,0,30.74,30.74,341.62
29224990,EDTA DISODIUM SALT L.R 500.00 GM,E10229,157,5116.86,2777.72,2777.72,59290.6
29224990,EDTA DISODIUM SALT L.R. 100.00 GM,E10217,291,3282.56,600.59,600.59,24910.08
29224990,EDTA DISODIUM SALT.A.R.,E71529,0,0,0,0,0
29224990,EDTA DISODIUM SALT.A.R.,E71537,0,0,0,0,0
29224990,EDTA DISODIUM SALT.A.R.,E71588,0,0,0,0,0
29224990,EDTA DISODIUM SALT.L.R.,E11539,0,0,0,0,0
38220090,EDTA SOLUTION - M/10 500 ML,E60679,100,1702.58,0,0,11684.4
38220019,EDTA SOLUTION 10% 125 ML,E20371,588,3427.59,44.19,44.19,29299.25
38220019,EDTA Solution 5% 125 ML,E21471,436,2382.52,0,0,19854.28
38220090,EDTA SOLUTION N/10 5 L,E50451,5,292.5,0,0,1625
38220090,EDTA SOLUTION N/10 500 ML,E50479,556,5387.99,47.47,47.47,34128.36
38220090,EDTA SOLUTION N/50 5 L,E60551,5,247.5,0,0,1375
38220090,EDTA SOLUTION N/50 500 ML,E60579,469,4168.09,57.73,57.73,26421.11
35021900,EGG ALBUMIN FLAKES,E30817,0,0,0,0,0
35021900,EGG ALBUMIN FLAKES 25.00 GM,E30109,87,1501.25,191.96,191.96,10473.08
38220019,EHRLICHS REAGENT 125 ML,E20671,90,474.7,83.04,83.04,5339.69
34049090,EMULSIFYING WAX,E31529,0,0,0,0,0
32041291,EOSIN YELLOW STAIN POWDER 25.00 GM,E30809,26,330.01,114.94,114.94,3110.6
38220019,EOSIN YELLOW STAIN SOLUTION,E32929,0,0,0,0,0
38220019,EOSIN YELLOW STAIN SOLUTION 125 ML,E30971,544,2929.18,146.92,146.92,26858.47
38220019,EOSINOPHIL DILUTING FLUID 125 ML,E21071,265,1704.26,77.28,77.28,15490.27
32041979,ERIOCHROME BLACK T POWDER 25.00 GM,E41209,164,2788.32,115.83,115.83,16777.5
32041979,ERIOCHROME BLACK T POWDER.A.R,E74209,0,0,0,0,0
32041979,ERIOCHROME BLACK T SOLUTION  5 L,E41139,1,153,0,0,850
38220090,ERIOCHROME BLACK T SOLUTION 125 ML,E41171,217,1235.81,84.37,84.37,11302.74
38220019,ESBACHS REAGENT,E21329,0,0,0,0,0
38220019,ESBACH'S REAGENT (FOR PROTEIN) 125 ML,E21371,164,864.01,13.4,13.4,7423.2
70179010,Essential oil detemn.Apparatus,NG8131,2,0,377.19,377.19,4191
70179010,Essential oil determinatn.apps,NG8121,0,0,0,0,0
70179010,Essential oil detern.aptus.1L,NG8126,0,0,0,0,0
29221100,ETHANOLAMINE (MONO),E11383,0,0,0,0,0
29221100,ETHANOLAMINE (MONO) 500 ML,E11329,10,360.86,0,0,2004.8
29221100,ETHANOLAMINE (MONO) A.R.,E75437,0,0,0,0,0
29153100,ETHYL ACETATE 200 L,E11491,0,0,0,0,0
29153100,ETHYL ACETATE A.R,E71437,0,0,0,0,0
29153100,ETHYL ACETATE A.R 25 L,E71488,3,0,756,756,8400
29153100,ETHYL ACETATE A.R 500 ML,E71429,26,0,448.3,448.3,4981.08
29153100,ETHYL ACETATE GC GRADE 99.9%,E11425,0,0,0,0,0
29153100,ETHYL ACETATE HPLC 1 L,E94083,0,0,0,0,0
29153100,ETHYL ACETATE L.R. 2.5 L,E11437,51,1780.02,1555.09,1555.09,27167.78
29153100,ETHYL ACETATE L.R. 500 ML,E11429,147,1669.19,852.39,852.39,18744.34
29153100,ETHYL ACETATE.L.R. 25 L,E11433,4,0,891,891,9900
29163190,ETHYL BENZOATE 500 ML,E13129,13,141.37,438.25,438.25,5654.88
29141200,ETHYL METHYL KETONE (MEK) 2.5 L,E11637,112,7640.08,4464,4464,92044.92
29141200,ETHYL METHYL KETONE (MEK) 200 L,E11604,71,319500,0,0,1775000
29141200,ETHYL METHYL KETONE (MEK) 25 L,E12888,8,0,2322,2322,25800
29141200,ETHYL METHYL KETONE 500 ML,E11629,184,6192.72,167.4,167.4,36264
29141200,ETHYL METHYL KETONE A.R,E74637,0,0,0,0,0
29141200,ETHYL METHYL KETONE A.R 500 ML,E74629,36,1714.28,0,0,9523.8
29031500,ETHYLENE CHLORIDE,E10537,0,0,0,0,0
29031500,ETHYLENE CHLORIDE 500 ML,E10529,0,0,0,0,0
29031500,ETHYLENE CHLORIDE.A.R. 99.5%,E72379,0,0,0,0,0
29053100,ETHYLENE GLYCOL,E11533,0,0,0,0,0
29053100,ETHYLENE GLYCOL (ETHANE DI_OL),E11537,0,0,0,0,0
29053100,ETHYLENE GLYCOL (ETHANE DI_OL),E11591,0,0,0,0,0
29053100,ETHYLENE GLYCOL (ETHANE DI_OL) 500 ML,E11529,17,457.23,18.08,18.08,2741.04
33012924,EUCALIPTUS OIL I.P.,E81517,0,0,0,0,0
33012924,EUCALYPTUS OIL 250 ML,E41525,8,705.29,118.18,118.18,5231.46
29095090,EUGENOL - 99%,E11611,0,0,0,0,0
70179010,Evaporating dish (80x45),NG5891,0,0,0,0,0
70179010,Evaporating dish 105x55mm,NG5892,0,0,0,0,0
70179010,"Evaporating dish, 150x80",NG5893,0,0,0,0,0
70179010,EXPANSION ADAPTERS 19/26-14/23,NG1051,0,0,0,0,0
70179010,EXPANSION ADAPTERS 24/29-14/23,NG1053,0,0,0,0,0
70179010,EXPANSION ADAPTERS 24/29-19/26,NG1052,0,0,0,0,0
70179010,EXPANSION ADAPTERS 24/35 19/26,NG1059,0,0,0,0,0
70179010,EXPANSION ADAPTERS 29/32 14/23,NG1056,0,0,0,0,0
