HSN,NAME,P CODE,TOTAL QUANTITY,UNTAXED TOTAL,IGST,SGST,CGST,TAXED TOTAL
38220090,O-TOLIDINE REAGENT R.C 500 ML,T61079,32.0,3140.8,0,188.44,188.44,3517.6800000000003,All / Saleable / LABORATORY CHEMICALS
31021000,UREA L.R. 500.00 GM,U10229,1.0,119.6,0,10.76,10.76,141.11999999999998,All / Saleable / LABORATORY CHEMICALS
38220090,UNIVERSAL INDICATOR SOLUTION 125 ML,U40171,7.0,395.85,0,35.63,35.63,467.11,All / Saleable / INDICATOR POWDERS/SOLUTIONS
38220090,WIJ'S SOLUTION 500 ML,W12079,3.0,828.75,0,49.73,49.73,928.21,All / Saleable / LABORATORY CHEMICALS
38220019,WBC DILUTING FLUID (TURK'S) 125 ML,W20671,11.0,679.25,44.46,18.52,18.52,760.75,All / Saleable / CLINICAL REAGENTS/STAINS
38220019,WBC DILUTING FLUID (TURK'S) 500 ML,W20679,5.0,536.25,0,32.17,32.17,600.59,All / Saleable / CLINICAL REAGENTS/STAINS
38220090,WATER TESTING KIT-FLUORIDE ETC,W25535,2.0,1820.0,0,109.2,109.2,2038.4,All / Saleable / LABORATORY CHEMICALS
38220090,WATER TESTING KIT(TOTAL HARD),W25550,2.0,1040.0,0,62.4,62.4,1164.8000000000002,All / Saleable / ANALYSIS KITS
29024400,XYLENE RECTIFIED L.R. 2.5 L,X10137,3.0,1951.95,0,175.68,175.68,2303.31,All / Saleable / SOLVENTS
29024400,XYLENE RECTIFIED L.R. 500 ML,X10229,1.0,176.15,0,15.85,15.85,207.85,All / Saleable / SOLVENTS
21021090,YEAST EXTRACT L.R 250.00 GM,Y10225,5.0,1898.0,0,113.88,113.88,2125.7599999999998,All / Saleable / LABORATORY CHEMICALS
38220090,YELLOW AMMONIUM SULPHIDE SOLN. 500 ML,Y12029,3.0,598.6500000000001,0,47.89,47.89,694.4300000000001,All / Saleable / LABORATORY CHEMICALS
29152990,ZINC ACETATE L.R. 500.00 GM,Z10129,1.0,242.45,0,21.82,21.82,286.09,All / Saleable / LABORATORY CHEMICALS
79031000,ZINC METAL POWDER 500.00 GM,Z10529,8.0,3354.0,452.79,75.47,75.47,3957.7300000000005,All / Saleable / LABORATORY CHEMICALS
28309010,ZINC SULPHIDE 250.00 GM,Z10825,22.0,11840.4,0,1065.6399999999999,1065.6399999999999,13971.68,All / Saleable / LABORATORY CHEMICALS
28342990,ZINC NITRATE 500.00 GM,Z11029,1.0,241.15,0,21.7,21.7,284.55,All / Saleable / LABORATORY CHEMICALS
